# Columns: Run, BGO, energies (1764.5, 4438.9, 6128.6, 11660.1), position in channel
1447, 1, 5182, 10000
1447, 1, 6174, 11200
1447, 1, 6791, 11800
1447, 1, 7554, 12350
1447, 2, 511, 825
1447, 2, 763, 1250
1447, 2, 1380, 2300
1447, 2, 2373, 4000
1447, 2, 5182, 8500
1447, 2, 6174, 9800
1447, 2, 6791, 10700
1447, 2, 7554, 11400
1447, 3, 511, 825
1447, 3, 763, 1350
1447, 3, 1380, 2400
1447, 3, 2373, 4100
1447, 3, 5182, 9000
1447, 3, 6174, 10400
1447, 3, 6791, 11100
1447, 3, 7554, 11850
1447, 4, 511, 825
1447, 4, 763, 1250
1447, 4, 1380, 2300
1447, 4, 2373, 3900
1447, 4, 5182, 8400
1447, 4, 6174, 9800
1447, 4, 6791, 10600
1447, 4, 7554, 11300
1447, 5, 511, 775
1447, 5, 763, 1250
1447, 5, 1380, 2300
1447, 5, 2373, 3900
1447, 5, 5182, 8400
1447, 5, 6174, 9900
1447, 5, 6791, 10800
1447, 5, 7554, 11500
1447, 6, 511, 900
1447, 6, 763, 1400
1447, 6, 1380, 2500
1447, 6, 2373, 4200
1447, 6, 5182, 9000
1447, 6, 6174, 10200
1447, 6, 6791, 10800
1447, 6, 7554, 11500
2460, 1,511,1064.78
2460, 1,5617,10350.92
2460, 1,6128,10919.72
2460, 1,11660,14606.03
2460, 2,511,826.95
2460, 2,5617,9196.34
2460, 2,6128,9815.37
2460, 2,11660,14148.16
2460, 3,511,847.21
2460, 3,5617,9675.11
2460, 3,6128,10347.40
2460, 3,11660,14217.74
2460, 4,511,814.15
2460, 4,5617,9097.35
2460, 4,6128,9770.47
2460, 4,11660,13962.45
2460, 5,511,1039.75
2460, 5,5617,9102.91
2460, 5,6128,9743.10
2460, 5,11660,14118.63
2460, 6,511,914.60
2460, 6,5617,9700.14
2460, 6,6128,10275.83
2460, 6,11660,14011.06
